Icon,Code,Name,Icon ,Code ,Name 
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/weather-windy.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/weather-windy.svg)"></span>, <code>E59D</code>, weather-windy , <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/shower.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/shower.svg)"></span>, <code>E9A0</code>, shower
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/weather-windy-variant.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/weather-windy-variant.svg)"></span>, <code>E59E</code>, weather-windy-variant , <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/silverware-fork-knife.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/silverware-fork-knife.svg)"></span>, <code>EA70</code>, silverware-fork-knife
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/white-balance-sunny.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/white-balance-sunny.svg)"></span>, <code>E5A8</code>, white-balance-sunny, <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/sofa.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/sofa.svg)"></span>, <code>E4B9</code>, sofa
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/calendar.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/calendar.svg)"></span>, <code>E0ED</code>, calendar, <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/toilet.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/toilet.svg)"></span>, <code>E9AB</code>, toilet
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/clock-outline.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/clock-outline.svg)"></span>, <code>E150</code>, clock-outline, <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/account.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/account.svg)"></span>, <code>E004</code>, account
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/history.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/history.svg)"></span>, <code>E2DA</code>, history, <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/human-greeting.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/human-greeting.svg)"></span>, <code>E64A</code>, human-greeting
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/timer-outline.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/timer-outline.svg)"></span>, <code>E51B</code>, timer-outline, <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/run.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/run.svg)"></span>, <code>E70E</code>, run
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/bluetooth.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/bluetooth.svg)"></span>, <code>E0AF</code>, bluetooth, <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/alert.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/alert.svg)"></span>, <code>E026</code>, alert
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/wifi.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/wifi.svg)"></span>, <code>E5A9</code>, wifi, <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/cctv.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/cctv.svg)"></span>, <code>E7AE</code>, cctv
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/blinds.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/blinds.svg)"></span>, <code>E0AC</code>, blinds, <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/door-closed.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/door-closed.svg)"></span>, <code>E81B</code>, door-closed
